id;ranking_genero;titulo;precio;editorial;genero;idioma;numero_paginas;encuadernacion;fecha_lanzamiento;año_de_edicion;img_portada;autor_id
552;nc52;TRILOGIA DE SPRAWL Nº 03/03 MONA LISA ACELERADA;15,95;Minotauro;Novela de ciencia ficción;Castellano;392;Tapa blanda;05/07/2023;2023;https://imagessl8.casadellibro.com/a/l/s7/68/9788445009468.webp;311
553;nc53;NEUROMANTE TRILOGIA DE SPRAWL;15,95;Minotauro;Novela de ciencia ficción;Castellano;392;Tapa blanda;01/02/2023;2023;https://imagessl4.casadellibro.com/a/l/s7/54/9788445015254.webp;311
555;nc55;CONDE CERO Nº 02/03 TRILOGÍA DE SPRAWL;15,95;Minotauro;Novela de ciencia ficción;Castellano;384;Tapa blanda;03/05/2023;2023;https://imagessl1.casadellibro.com/a/l/s7/51/9788445009451.webp;311
556;nc56;GITSLAYER;20,95;Minotauro;Novela de ciencia ficción;Castellano;320;Tapa blanda;06/07/2022;2022;https://imagessl1.casadellibro.com/a/l/s7/51/9788445011751.webp;313
558;nc58;OGROS;17,01;Dolmen Books;Novela de ciencia ficción;Castellano;168;Tapa blanda;23/06/2025;2025;https://imagessl8.casadellibro.com/a/l/s7/88/9791387689988.webp;266
560;nc60;TRES FANTASÍAS GÓTICAS;27,50;Valdemar;Novela de ciencia ficción;Castellano;400;Tapa dura;23/06/2021;2021;https://imagessl5.casadellibro.com/a/l/s7/05/9788477029205.webp;314
561;nc61;LABERINTO DE MUERTE;14,95;Minotauro;Novela de ciencia ficción;Castellano;240;Tapa blanda;30/06/2021;2021;https://imagessl3.casadellibro.com/a/l/s7/33/9788445007433.webp;315
562;nc62;TRILOGIA FUNDACION (EDICION ILUSTRADA);34,90;Nova;Novela de ciencia ficción;Castellano;832;Tapa dura;07/04/2022;2022;https://imagessl2.casadellibro.com/a/l/s7/42/9788418037542.webp;316
563;nc63;CITÓNICA (ESCUADRON 3);21,90;Nova;Novela de ciencia ficción;Castellano;456;Tapa blanda;02/12/2021;2021;https://imagessl1.casadellibro.com/a/l/s7/91/9788418037191.webp;252
564;nc64;EL HOMBRE ILUSTRADO;18,95;Minotauro;Novela de ciencia ficción;Castellano;320;Tapa blanda;19/05/2020;2020;https://imagessl1.casadellibro.com/a/l/s7/01/9788445006801.webp;317
565;nc65;EL IMPERIO EN LLAMAS (SAGA LA INTERDEPENDENCIA 2);18,95;Minotauro;Novela de ciencia ficción;Castellano;312;Tapa blanda;02/07/2019;2019;https://imagessl2.casadellibro.com/a/l/s7/52/9788445006252.webp;303
566;nc66;EXHALACION;22,50;Editorial Sexto Piso;Novela de ciencia ficción;Castellano;348;Tapa blanda;15/07/2020;2020;https://imagessl3.casadellibro.com/a/l/s7/93/9788417517793.webp;294
567;nc67;GIDEON LA NOVENA (SAGA DE LA TUMBA SELLADA 1);26,90;Nova;Novela de ciencia ficción;Castellano;544;Tapa dura;18/02/2021;2021;https://imagessl0.casadellibro.com/a/l/s7/70/9788417347970.webp;318
568;nc68;EL JARDÍN DE NURGLE;20,95;Minotauro;Novela de ciencia ficción;Castellano;352;Tapa blanda;03/07/2018;2018;https://imagessl1.casadellibro.com/a/l/s7/61/9788445005361.webp;319
570;nc70;LA ESTACION LA CALLE PERDIDO (BAS-LAG 1);26,90;Nova;Novela de ciencia ficción;Castellano;824;Tapa dura;08/02/2017;2017;https://imagessl3.casadellibro.com/a/l/s7/53/9788466660853.webp;310
571;nc71;EL DESPERTAR DEL LEVIATAN (THE EXPANSE 1);22,90;Nova;Novela de ciencia ficción;Castellano;608;Tapa blanda;09/11/2016;2016;https://imagessl0.casadellibro.com/a/l/s7/50/9788466660150.webp;301
572;nc72;CITA CON RAMA (ED. ILUSTRADA);24,90;Nova;Novela de ciencia ficción;Castellano;400;Tapa dura;16/03/2023;2023;https://imagessl8.casadellibro.com/a/l/s7/48/9788419260048.webp;320
573;nc73;KALPA IMPERIAL;18,95;Minotauro;Novela de ciencia ficción;Castellano;256;Tapa blanda;14/02/2024;2024;https://imagessl2.casadellibro.com/a/l/s7/32/9788445016732.webp;321
574;nc74;LA GLANDULA DE ICARO;22,80;Impedimenta;Novela de ciencia ficción;Castellano;256;Tapa dura;05/06/2023;2023;https://imagessl0.casadellibro.com/a/l/s7/20/9788419581020.webp;322
576;nc76;LA VISTA DESDE LAS ESTRELLAS;21,90;B;Novela de ciencia ficción;Castellano;304;Tapa blanda;23/11/2023;2023;https://imagessl2.casadellibro.com/a/l/s7/22/9788466677622.webp;291
577;nc77;MERIDIANO CERO;14,95;Minotauro;Novela de ciencia ficción;Castellano;160;Tapa blanda;15/01/2025;2025;https://imagessl3.casadellibro.com/a/l/s7/13/9788445010013.webp;323
578;nc78;FICIONES GAUCHOPUNKS;19,00;Caja Negra Editora;Novela de ciencia ficción;Castellano;184;Tapa blanda;01/05/2025;2025;https://imagessl8.casadellibro.com/a/l/s7/68/9789878272368.webp;324
579;nc79;LA VOZ DEL AMO;21,37;Impedimenta;Novela de ciencia ficción;Castellano;320;Tapa dura;23/02/2017;2017;https://imagessl9.casadellibro.com/a/l/s7/89/9788416542789.webp;292
580;nc80;LA FUNDACION Nº 1 (LOS FANTASMAS DE GAUNT);42,95;Minotauro;Novela de ciencia ficción;Castellano;1040;Tapa blanda;04/04/2017;2017;https://imagessl3.casadellibro.com/a/l/s7/63/9788445004463.webp;297
581;nc81;ALGUNOS TEXTICULOS;10,40;Anroart Ediciones;Novela de ciencia ficción;Castellano;136;Tapa blanda;03/10/2008;2008;https://imagessl1.casadellibro.com/a/l/s7/81/9788496887381.webp;325
582;nc82;LA GLANDULA DE ICARO;22,80;Impedimenta;Novela de ciencia ficción;Castellano;256;Tapa dura;05/06/2023;2023;https://imagessl0.casadellibro.com/a/l/s7/20/9788419581020.webp;322
583;nc83;LA VOZ DEL AMO;21,37;Impedimenta;Novela de ciencia ficción;Castellano;320;Tapa dura;23/02/2017;2017;https://imagessl9.casadellibro.com/a/l/s7/89/9788416542789.webp;292
584;nc84;LA FUNDACION Nº 1 (LOS FANTASMAS DE GAUNT);42,95;Minotauro;Novela de ciencia ficción;Castellano;1040;Tapa blanda;04/04/2017;2017;https://imagessl3.casadellibro.com/a/l/s7/63/9788445004463.webp;297
585;nc85;EL JUEGO DE ENDER (SAGA DE ENDER 4 / ENDER 1);16,95;Alfaguara;Novela de ciencia ficción;Castellano;376;Tapa dura;03/07/2018;2018;https://imagessl3.casadellibro.com/a/l/s7/93/9788420434193.webp;326
586;nc86;STAR WARS. HIGH REPUBLIC III: EYE OF DARKNESS (NOVELA);22,00;Planeta Cómic;Novela de ciencia ficción;Castellano;456;Tapa blanda;19/02/2025;2025;https://imagessl7.casadellibro.com/a/l/s7/47/9788411617147.webp;327
587;nc87;MERIDIANO CERO;14,95;Minotauro;Novela de ciencia ficción;Castellano;160;Tapa blanda;15/01/2025;2025;https://imagessl3.casadellibro.com/a/l/s7/13/9788445010013.webp;323
588;nc88;THE HORUS HERESY: SIEGE OF TERRA Nº 04 SATURNINO;21,95;Minotauro;Novela de ciencia ficción;Castellano;480;Tapa blanda;19/03/2025;2025;https://imagessl2.casadellibro.com/a/l/s7/42/9788445018842.webp;297
589;nc89;EL LIBRO DE LAS PUERTAS;23,90;Maeva Ediciones;Novela de ciencia ficción;Castellano;464;Tapa dura;13/11/2024;2024;https://imagessl0.casadellibro.com/a/l/s7/90/9788410260290.webp;328
590;nc90;UNA MEMORIA LLAMADA IMPERIO;20,95;Nocturna Ediciones;Novela de ciencia ficción;Castellano;480;Tapa blanda;16/09/2024;2024;https://imagessl8.casadellibro.com/a/l/s7/48/9788419680648.webp;329
591;nc91;BELISARIUS CAWL: LA GRAN OBRA;20,95;Minotauro;Novela de ciencia ficción;Castellano;352;Tapa blanda;17/05/2023;2023;https://imagessl3.casadellibro.com/a/l/s7/93/9788445015193.webp;284
592;nc92;THE HORUS HERESY Nº 54/54 LA DAGA ENTERRADA;20,95;Minotauro;Novela de ciencia ficción;Castellano;352;Tapa blanda;30/11/2022;2022;https://imagessl3.casadellibro.com/a/l/s7/23/9788445008423.webp;330
593;nc93;LA NARANJA MECÁNICA;24,95;Minotauro;Novela de ciencia ficción;Castellano;306;Tapa dura;16/11/2022;2022;https://imagessl6.casadellibro.com/a/l/s7/16/9788445013816.webp;331
594;nc94;EL HOMBRE QUE CAYÓ A LA TIERRA;18,90;Alfaguara;Novela de ciencia ficción;Castellano;240;Tapa blanda;02/02/2023;2023;https://imagessl3.casadellibro.com/a/l/s7/53/9788420464053.webp;332
595;nc95;STAR WARS.THRAWN: ASCENDENCIA  CHAOS RISING Nº 03/03 (NOVELA);22,00;Planeta Cómic;Novela de ciencia ficción;Castellano;640;Tapa blanda;06/04/2022;2022;https://imagessl3.casadellibro.com/a/l/s7/63/9788411121163.webp;333
597;nc97;VISION CIEGA;21,95;Alamut;Novela de ciencia ficción;Castellano;298;Tapa dura;11/04/2019;2019;https://imagessl1.casadellibro.com/a/l/s7/01/9788498891201.webp;334
598;nc98;THE HORUS HERESY Nº 53/54 MUERTE TITÁNICA;20,95;Minotauro;Novela de ciencia ficción;Castellano;368;Tapa blanda;23/11/2022;2022;https://imagessl6.casadellibro.com/a/l/s7/16/9788445008416.webp;284
599;nc99;EL FIN DE LA ETERNIDAD;12,95;Algar Editorial;Novela de ciencia ficción;Castellano;320;Tapa dura;01/05/2022;2022;https://imagessl5.casadellibro.com/a/l/s7/55/9788491425755.webp;316
600;nc100;ESCUADRON CIELO: LA COLECCION;22,90;Nova;Novela de ciencia ficción;Castellano;696;Tapa blanda;23/06/2022;2022;https://imagessl7.casadellibro.com/a/l/s7/57/9788418037757.webp;252
601;nt1;CASA DE HOJAS;34,90;Duomo Ediciones;Novela de terror;Castellano;736;Tapa blanda;16/06/2025;2025;https://imagessl9.casadellibro.com/a/l/s7/29/9788410346529.webp;335
602;nt2;DRÁCULA;45,00;Minotauro;Novela de terror;Castellano;536;Tapa dura;25/06/2025;2025;https://imagessl2.casadellibro.com/a/l/s7/02/9788445019702.webp;336
603;nt3;NUESTRA PARTE DE NOCHE (PREMIO HERRALDE DE NOVELA 2019) (PREMIO NACIONAL DE LA CRITICA 2019);24,90;Editorial Anagrama S.A.U.;Novela de terror;Castellano;672;Tapa blanda;27/11/2019;2019;https://imagessl9.casadellibro.com/a/l/s7/59/9788433998859.webp;337
604;nt4;SALITRE Y CENIZAS. LA CORONA DEL ORÁCULO I;20,00;El Transbordador;Novela de terror;Castellano;325;Tapa blanda con solapas;21/04/2025;2025;https://imagessl4.casadellibro.com/a/l/s7/94/9788412881394.webp;338
606;nt6;EL CEREMONIAL;19,00;Valdemar;Novela de terror;Castellano;752;Tapa dura;28/05/2025;2025;https://imagessl4.casadellibro.com/a/l/s7/94/9788477029694.webp;94
607;nt7;CARRIE;22,90;Plaza & Janes;Novela de terror;Castellano;288;Tapa dura;17/10/2024;2024;https://imagessl7.casadellibro.com/a/l/s7/77/9788401035777.webp;4
608;nt8;LOS PELIGROS DE FUMAR EN LA CAMA;18,90;Editorial Anagrama S.A.U.;Novela de terror;Castellano;232;Tapa blanda;01/02/2017;2017;https://imagessl8.casadellibro.com/a/l/s7/48/9788433998248.webp;337
609;nt9;EL PLANETA DE LOS MUERTOS;27,50;Valdemar;Novela de terror;Castellano;416;Tapa dura;28/05/2025;2025;https://imagessl0.casadellibro.com/a/l/s7/70/9788477029670.webp;339
610;nt10;LAS ABANDONADAS;21,90;Ediciones Destino;Novela de terror;Castellano;456;Tapa blanda;02/07/2025;2025;https://imagessl6.casadellibro.com/a/l/s7/36/9788423368136.webp;340
611;nt11;MAESTROS DEL HORROR DE ARKHAM HOUSE;33,00;Valdemar;Novela de terror;Castellano;640;Tapa dura;01/09/2017;2017;https://imagessl3.casadellibro.com/a/l/s7/03/9788477028703.webp;94
612;nt12;NARRATIVA COMPLETA (VOL. I);34,70;Valdemar;Novela de terror;Castellano;832;Tapa dura;01/01/2011;2011;https://imagessl0.casadellibro.com/a/l/s7/90/9788477025290.webp;341
613;nt13;EL SANTUARIO DE LA MONTAÑA SILENCIOSA;12,90;Newton Compton Editores;Novela de terror;Castellano;256;Tapa dura;28/04/2025;2025;https://imagessl2.casadellibro.com/a/l/s7/12/9788410359512.webp;342
614;nt14;DRACULA (CLÁSICOS ILUSTRADOS);15,95;Editorial Alma;Novela de terror;Castellano;488;Tapa dura;03/02/2021;2018;https://imagessl6.casadellibro.com/a/l/s7/36/9788415618836.webp;336
615;nt15;HORRORSTOR;18,50;Editorial Hidra;Novela de terror;Castellano;244;Tapa blanda;14/02/2022;2022;https://imagessl6.casadellibro.com/a/l/s7/86/9788417615086.webp;343
616;nt16;ORÁCULO;21,95;Nocturna Ediciones;Novela de terror;Castellano;512;Tapa blanda;23/06/2025;2025;https://imagessl4.casadellibro.com/a/l/s7/84/9788419680884.webp;344
617;nt17;CRISÁLIDA;21,95;Impedimenta;Novela de terror;Castellano;272;Tapa dura;24/02/2025;2025;https://imagessl1.casadellibro.com/a/l/s7/91/9788419581891.webp;345
618;nt18;HIPERBÓREA;24,00;Valdemar;Novela de terror;Castellano;320;Tapa dura;01/10/2014;2014;https://imagessl2.casadellibro.com/a/l/s7/82/9788477027782.webp;339
619;nt19;POBRES CRIATURAS;16,99;Libros Walden;Novela de terror;Castellano;344;Tapa blanda;12/02/2024;2024;https://imagessl2.casadellibro.com/a/l/s7/42/9788409537242.webp;346
620;nt20;NO TEMAS A LA PARCA;24,00;La Biblioteca de Carfax;Novela de terror;Castellano;496;Tapa blanda;19/05/2025;2025;https://imagessl8.casadellibro.com/a/l/s7/68/9788412822168.webp;347
621;nt21;CUENTOS VICTORIANOS DE FANTASMAS PARA NAVIDAD;21,00;Minotauro;Novela de terror;Castellano;360;Tapa blanda;20/11/2024;2024;https://imagessl1.casadellibro.com/a/l/s7/61/9788445018361.webp;94
622;nt22;EL HOMBRE SIN NOMBRE;18,95;Minotauro;Novela de terror;Castellano;400;Tapa blanda;16/04/2025;2025;https://imagessl3.casadellibro.com/a/l/s7/03/9788445019603.webp;348
623;nt23;HIPERBÓREA;24,00;Valdemar;Novela de terror;Castellano;320;Tapa dura;01/10/2014;2014;https://imagessl2.casadellibro.com/a/l/s7/82/9788477027782.webp;339
624;nt24;NO TEMAS A LA PARCA;24,00;La Biblioteca de Carfax;Novela de terror;Castellano;496;Tapa blanda;19/05/2025;2025;https://imagessl8.casadellibro.com/a/l/s7/68/9788412822168.webp;347
625;nt25;LA VUELTA DE TUERCA;22,80;Valdemar;Novela de terror;Castellano;208;Tapa dura;05/05/2022;2022;https://imagessl8.casadellibro.com/a/l/s7/98/9788477029298.webp;349
626;nt26;EL EXTRAÑO CASO DE DR. JEKYLL Y MR. HYDE (CLASICOS);8,95;Editorial Alma;Novela de terror;Castellano;96;Tapa dura;06/03/2019;2019;https://imagessl7.casadellibro.com/a/l/s7/67/9788417430467.webp;350
627;nt27;NARRATIVA COMPLETA (VOL. 2);36,80;Valdemar;Novela de terror;Castellano;960;Tapa dura;01/02/2010;2010;https://imagessl0.casadellibro.com/a/l/s7/70/9788477025870.webp;341
628;nt28;SIEMPRE HEMOS VIVIDO EN EL CASTILLO;18,50;Editorial Minuscula, S.L.U.;Novela de terror;Castellano;204;Tapa blanda;11/01/2017;2017;https://imagessl7.casadellibro.com/a/l/s7/67/9788494534867.webp;351
629;nt29;ACERCATE;21,90;La Biblioteca de Carfax;Novela de terror;Castellano;224;Tapa blanda;03/05/2023;2023;https://imagessl0.casadellibro.com/a/l/s7/20/9788412564020.webp;352
630;nt30;EL HIJO DEL TIEMPO (EL DESCUBRIMIENTO DE LAS BRUJAS 4);20,80;Suma;Novela de terror;Castellano;520;Tapa dura;17/11/2022;2022;https://imagessl2.casadellibro.com/a/l/s7/32/9788491297932.webp;353
631;nt31;VIENEN CUANDO HACE FRÍO (NE);17,95;Minotauro;Novela de terror;Castellano;256;Tapa blanda;19/03/2025;2025;https://imagessl8.casadellibro.com/a/l/s7/98/9788445019498.webp;348
632;nt32;RELATOS DE VAMPIROS;15,95;Editorial Alma;Novela de terror;Castellano;320;Tapa dura;01/09/2021;2021;https://imagessl8.casadellibro.com/a/l/s7/48/9788418008948.webp;94
633;nt33;MORIR DE MIEDO;21,95;Siruela;Novela de terror;Castellano;412;Tapa dura;23/10/2019;2019;https://imagessl4.casadellibro.com/a/l/s7/24/9788417996024.webp;94
634;nt34;SI TE GUSTA LA OSCURIDAD;24,90;Plaza & Janes;Novela de terror;Castellano;704;Tapa dura;13/06/2024;2024;https://imagessl9.casadellibro.com/a/l/s7/69/9788401032769.webp;4
635;nt35;INSOMNIO. LOS DARK TALES DE LA BRITISH LIBRARY;12,90;Duomo Ediciones;Novela de terror;Castellano;204;Tapa blanda;06/05/2024;2024;https://imagessl1.casadellibro.com/a/l/s7/21/9788419834621.webp;94
636;nt36;MI CORAZÓN ES UNA MOTOSIERRA;23,00;La Biblioteca de Carfax;Novela de terror;Castellano;464;Tapa blanda;30/10/2023;2023;https://imagessl1.casadellibro.com/a/l/s7/51/9788412564051.webp;347
637;nt37;EN LAS MONTAÑAS DE LA LOCURA;6,50;Mestas Ediciones, S.L.;Novela de terror;Castellano;160;Tapa blanda;11/08/2023;2023;https://imagessl9.casadellibro.com/a/l/s7/29/9788418765629.webp;341
638;nt38;EL ASESINO DE LA MÁSCARA NOH;22,95;Contraluz Editorial;Novela de terror;Castellano;552;Tapa dura;22/02/2024;2024;https://imagessl2.casadellibro.com/a/l/s7/22/9788418945922.webp;354
639;nt39;CABAL: LA RAZA DE LA NOCHE;25,00;Valdemar;Novela de terror;Castellano;272;Tapa dura;01/03/2023;2023;https://imagessl3.casadellibro.com/a/l/s7/73/9788477029373.webp;355
640;nt40;EDGAR ALLAN POE. EDICION ANOTADA;55,00;Ediciones Akal;Novela de terror;Castellano;552;Tapa dura;07/10/2022;2022;https://imagessl0.casadellibro.com/a/l/s7/40/9788446052340.webp;356
641;nt41;UNA CABEZA LLENA DE FANTASMAS;18,95;Nocturna Ediciones;Novela de terror;Castellano;389;Tapa blanda;06/11/2017;2017;https://imagessl2.casadellibro.com/a/l/s7/62/9788416858262.webp;357
642;nt42;EL REY DE AMARILLO;24,00;Valdemar;Novela de terror;Castellano;320;Tapa dura;01/12/2011;2011;https://imagessl9.casadellibro.com/a/l/s7/19/9788477027119.webp;358
643;nt43;TIBURÓN;21,90;Editorial Planeta;Novela de terror;Castellano;416;Tapa dura;07/05/2025;2025;https://imagessl2.casadellibro.com/a/l/s7/72/9788408303572.webp;359
644;nt44;ALFRED HITCHCOCK PRESENTA: CUENTOS PARA LEER CON LA LUZ ENCENDIDA;22,00;Blackie Books;Novela de terror;Castellano;312;Tapa dura;16/11/2022;2022;https://imagessl6.casadellibro.com/a/l/s7/16/9788419172716.webp;360
645;nt45;CALLIOPE. LA VOZ DE LAS LLAMAS;17,95;Minotauro;Novela de terror;Castellano;448;Tapa blanda;03/09/2025;2025;https://imagessl7.casadellibro.com/a/l/s7/37/9788445020937.webp;361
646;nt46;FRANKENSTEIN TOMÁS HIJO;30,00;Minotauro;Novela de terror;Castellano;384;Tapa dura;24/09/2025;2025;https://imagessl5.casadellibro.com/a/l/s7/95/9788445019795.webp;362
647;nt47;LA MALDICIÓN DE HILL HOUSE;19,50;Editorial Minuscula, S.L.U.;Novela de terror;Castellano;272;Tapa blanda;02/10/2019;2019;https://imagessl5.casadellibro.com/a/l/s7/95/9788494836695.webp;351
648;nt48;HEX;21,95;Nocturna Ediciones;Novela de terror;Castellano;512;Tapa blanda;20/01/2020;2020;https://imagessl4.casadellibro.com/a/l/s7/24/9788417834524.webp;344
649;nt49;EL COLOR QUE CAYO DEL CIELO;10,00;Pulpture;Novela de terror;Castellano;74;Tapa blanda con solapas;13/01/2020;2020;https://imagessl4.casadellibro.com/a/l/s7/84/9788494995484.webp;341
650;nt50;MÁS ALLÁ DE LOS EONES (2ª ED.);33,50;Valdemar;Novela de terror;Castellano;688;Tapa dura;27/02/2019;2019;https://imagessl6.casadellibro.com/a/l/s7/56/9788477028956.webp;341
651;nt51;LA LLAMADA DE CTHULHU (EDICION ILUSTRADA);7,95;Editorial Alma;Novela de terror;Castellano;96;Tapa blanda;28/09/2017;2017;https://imagessl3.casadellibro.com/a/l/s7/83/9788415618683.webp;341
652;nt52;DRACULA;32,90;Valdemar;Novela de terror;Castellano;688;Tapa dura;01/02/2010;2010;https://imagessl2.casadellibro.com/a/l/s7/22/9788477025122.webp;336
655;nt55;RELATOS;17,00;Ediciones Letra Grande;Novela de terror;Castellano;354;Tapa blanda;25/09/2023;2023;https://imagessl9.casadellibro.com/a/l/s7/29/9788412708929.webp;356
656;nt56;FRANKENSTEIN;12,95;Gran Travesía;Novela de terror;Castellano;320;Tapa dura;13/09/2023;2023;https://imagessl5.casadellibro.com/a/l/s7/55/9786075576855.webp;362
657;nt57;LOS CRIMENES DE HAMLET;22,50;Contraluz Editorial;Novela de terror;Castellano;408;Tapa dura;23/02/2023;2023;https://imagessl7.casadellibro.com/a/l/s7/57/9788418945557.webp;354
658;nt58;EL FIN DE LOS DIAS (NE);18,95;Minotauro;Novela de terror;Castellano;496;Tapa blanda;25/01/2023;2023;https://imagessl1.casadellibro.com/a/l/s7/51/9788445014851.webp;363
659;nt59;LOS LOBOS DEL BOSQUE DE LA ETERNIDAD;29,90;Editorial Anagrama S.A.U.;Novela de terror;Castellano;928;Tapa blanda;12/02/2025;2025;https://imagessl4.casadellibro.com/a/l/s7/04/9788433929204.webp;364
660;nt60;EL RESURRECCIONISTA;25,00;Minotauro;Novela de terror;Castellano;192;Tapa dura;22/01/2025;2025;https://imagessl8.casadellibro.com/a/l/s7/78/9788445019078.webp;365
663;nt63;EL FIN DE LOS DIAS (NE);18,95;Minotauro;Novela de terror;Castellano;496;Tapa blanda;25/01/2023;2023;https://imagessl1.casadellibro.com/a/l/s7/51/9788445014851.webp;363
664;nt64;LOS CRIMENES DE HAMLET;22,50;Contraluz Editorial;Novela de terror;Castellano;408;Tapa dura;23/02/2023;2023;https://imagessl7.casadellibro.com/a/l/s7/57/9788418945557.webp;354
665;nt65;LA CASA DE LOS CIEN ESCALONES;21,90;Obscura Editorial, Sl;Novela de terror;Castellano;368;Tapa blanda;16/10/2024;2024;https://imagessl6.casadellibro.com/a/l/s7/16/9788412839616.webp;366
667;nt67;EL RESURRECCIONISTA;25,00;Minotauro;Novela de terror;Castellano;192;Tapa dura;22/01/2025;2025;https://imagessl8.casadellibro.com/a/l/s7/78/9788445019078.webp;365
668;nt68;LOS LOBOS DEL BOSQUE DE LA ETERNIDAD;29,90;Editorial Anagrama S.A.U.;Novela de terror;Castellano;928;Tapa blanda;12/02/2025;2025;https://imagessl4.casadellibro.com/a/l/s7/04/9788433929204.webp;364
669;nt69;LA ENSENADA DEL DIABLO;22,95;Dilatando Mentes Editorial;Novela de terror;Castellano;544;Tapa blanda;27/01/2025;2025;https://imagessl9.casadellibro.com/a/l/s7/59/9788412906059.webp;368
670;nt70;CUENTOS COMPLETOS DE TERROR, LOCURA Y MUERTE;36,80;Valdemar;Novela de terror;Castellano;936;Tapa dura;01/03/2011;2011;https://imagessl1.casadellibro.com/a/l/s7/21/9788477026921.webp;369
672;nt72;QUE MOU ELS MORTS;19,90;Obscura Editorial, Sl;Novela de terror;Catalán;196;Tapa blanda;10/06/2024;2024;https://imagessl1.casadellibro.com/a/l/s7/71/9788412732771.webp;370
673;nt73;FRANKENSTEIN;12,95;Gran Travesía;Novela de terror;Castellano;320;Tapa dura;13/09/2023;2023;https://imagessl5.casadellibro.com/a/l/s7/55/9786075576855.webp;362
674;nt74;LA CHICA DE AL LADO;22,70;La Biblioteca de Carfax;Novela de terror;Castellano;340;Tapa blanda;09/11/2020;2020;https://imagessl6.casadellibro.com/a/l/s7/96/9788494923296.webp;371
675;nt75;LA CASA AL FINAL DE NEEDLESS STREET;22,95;Alianza Editorial;Novela de terror;Castellano;328;Tapa blanda;09/09/2021;2021;https://imagessl1.casadellibro.com/a/l/s7/01/9788413624501.webp;372
676;nt76;OBSCURA 2: DIEZ RELATOS;21,90;Obscura Editorial, Sl;Novela de terror;Castellano;368;Tapa dura;17/06/2021;2021;https://imagessl5.casadellibro.com/a/l/s7/65/9788412256765.webp;373
677;nt77;LA LLAMADA DE CTHULHU;22,00;Minotauro;Novela de terror;Castellano;64;Tapa dura;02/04/2019;2019;https://imagessl7.casadellibro.com/a/l/s7/67/9788445006467.webp;341
678;nt78;LAS AVENTURAS DE ARTHUR GORDON PYM;14,95;Editorial Alma;Novela de terror;Castellano;240;Tapa dura;04/06/2019;2019;https://imagessl6.casadellibro.com/a/l/s7/06/9788417430306.webp;356
679;nt79;EL CUERVO;9,95;Editorial Alma;Novela de terror;Castellano;72;Tapa dura;07/10/2020;2020;https://imagessl0.casadellibro.com/a/l/s7/60/9788418008160.webp;356
680;nt80;CICLO COMPLETO DE RANDOLPH CARTER;35,00;Costas de Carcosa;Novela de terror;Castellano;403;Tapa blanda con solapas;14/09/2020;2020;https://imagessl7.casadellibro.com/a/l/s7/37/9788494960437.webp;341
682;nt82;LOS CRIMENES DE HAMLET;22,50;Contraluz Editorial;Novela de terror;Castellano;408;Tapa dura;23/02/2023;2023;https://imagessl7.casadellibro.com/a/l/s7/57/9788418945557.webp;354
683;nt83;TEATRO GROTTESCO;25,00;Valdemar;Novela de terror;Castellano;304;Tapa dura;02/04/2016;2016;https://imagessl2.casadellibro.com/a/l/s7/22/9788477028222.webp;374
684;nt84;CUENTOS COMPLETOS;18,95;Plutón Ediciones;Novela de terror;Castellano;936;Tapa blanda;01/10/2019;2019;https://imagessl4.casadellibro.com/a/l/s7/84/9788417477684.webp;356
685;nt85;APOCALIPSIS ISLAND INTEGRAL;29,90;Plan B Publicaciones, S.L.;Novela de terror;Castellano;864;Tapa dura;18/11/2021;2021;https://imagessl6.casadellibro.com/a/l/s7/66/9788418898266.webp;375
686;nt86;DIENTES ROJOS;20,90;Obscura Editorial, Sl;Novela de terror;Castellano;376;Tapa blanda;04/11/2021;2021;https://imagessl9.casadellibro.com/a/l/s7/09/9788412382709.webp;376
687;nt87;EL CASTELL D´OTRANTO;16,50;Laertes Editorial, S.L.;Novela de terror;Catalán;194;Tapa blanda;02/12/2021;2021;https://imagessl9.casadellibro.com/a/l/s7/69/9788418292569.webp;377
688;nt88;LA PLUMA MAGICA DE GWENDY (LA CAJA DE BOTONES DE GWENDY 2);21,90;Suma;Novela de terror;Castellano;384;Tapa dura;28/04/2022;2022;https://imagessl0.casadellibro.com/a/l/s7/70/9788491296270.webp;378
689;nt89;STAR WARS LAS TROPAS DE LA MUERTE (NE);18,00;Planeta Cómic;Novela de terror;Castellano;256;Tapa blanda;06/10/2021;2021;https://imagessl7.casadellibro.com/a/l/s7/87/9788413414287.webp;379
690;nt90;LA SOMBRA SOBRE INNSMOUTH;11,39;Editorial Sapere Aude;Novela de terror;Castellano;146;Tapa blanda;16/09/2021;2021;https://imagessl8.casadellibro.com/a/l/s7/28/9788418168628.webp;341
691;nt91;ALFRED HITCHCOCK PRESENTA: CUENTOS QUE MI MADRE NUNCA ME CONTÓ. L OS RELATOS FAVORITOS DEL MAESTRO DEL SUSPENSE;22,00;Blackie Books;Novela de terror;Castellano;320;Tapa dura;11/11/2020;2020;https://imagessl8.casadellibro.com/a/l/s7/38/9788418187438.webp;94
692;nt92;EL QUE ACECHA EN EL UMBRAL;17,90;Espuela de Plata;Novela de terror;Castellano;216;Tapa blanda;15/03/2021;2021;https://imagessl3.casadellibro.com/a/l/s7/73/9788418153273.webp;341
